sheet_unit,period_start,period_end,row_number,col_a,col_b,ingestion_action,target_metric_or_metrics,source_system_override,status,reason,business_unit,show_name,partner_name,channel_name,source_cell_a1,source_cell_url,value_numeric
b2c_spb,2026-05-18,2026-05-24,13,тикетленд,,map_to_metric,Number of tickets,,inserted,fallback_live_sheet,b2c_spb,,тикетлэнд,,IU13,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IU13,0
b2c_spb,2026-05-18,2026-05-24,14,билеты СД,,map_to_metric,Number of tickets,,inserted,fallback_live_sheet,b2c_spb,,,,IU14,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IU14,2975
b2c_spb,2026-05-18,2026-05-24,15,билет сд виджет (сайт),,map_to_metric,Number of tickets,,inserted,,b2c_spb,,,,IU15,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU15,75600
b2c_spb,2026-05-18,2026-05-24,16,билеты сд яндекс афиша,,map_to_metric,Number of tickets,,inserted,fallback_live_sheet,b2c_spb,,,,IU16,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IU16,34560
b2c_spb,2026-05-18,2026-05-24,17,билеты сд от остальных агрегаторов,,map_to_metric,Number of tickets,,inserted,,b2c_spb,,others,,IU17,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU17,4050
b2c_spb,2026-05-18,2026-05-24,18,афиша.ру,,map_to_metric,Number of tickets,,inserted,fallback_live_sheet,b2c_spb,,афиша.ру,,IU18,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IU18,36990
b2c_spb,2026-05-18,2026-05-24,19,кассир,,map_to_metric,Number of tickets,,inserted,fallback_live_sheet,b2c_spb,,кассир,,IU19,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IU19,16740
b2c_spb,2026-05-18,2026-05-24,20,тикетленд,,map_to_metric,Number of tickets,,inserted,fallback_live_sheet,b2c_spb,,тикетлэнд,,IU20,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=Статистика_понедельно!IU20,20250
b2c_spb,2026-05-18,2026-05-24,21,Сертификаты,,map_to_metric,Revenue,,inserted,,b2c_spb,,,,IU21,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU21,0
b2c_spb,2026-05-18,2026-05-24,22,сертификаты электронные,,map_to_metric,Revenue,,inserted,,b2c_spb,,,,IU22,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU22,0
b2c_spb,2026-05-18,2026-05-24,23,сертификаты бумажные,,map_to_metric,Revenue,,inserted,,b2c_spb,,,,IU23,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU23,17404
b2c_spb,2026-05-18,2026-05-24,24,доля сертификатов в выручке,,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,25,Спецпоказы (продажи),,map_to_metric,Revenue - Other,,inserted,,b2c_spb,,,,IU25,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU25,5404
b2c_spb,2026-05-18,2026-05-24,26,Другое юкасса\счет,,map_to_metric,Revenue - Other,,inserted,,b2c_spb,,,,IU26,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU26,3.26
b2c_spb,2026-05-18,2026-05-24,27,Сертификаты и билеты (бесплатные),,map_to_metric,Number of free certificates and tickets,,inserted,,b2c_spb,,,,IU27,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU27,46899
b2c_spb,2026-05-18,2026-05-24,28,Сумма возвратов,,map_to_metric,Returns amount,,inserted,,b2c_spb,,,,IU28,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU28,1062
b2c_spb,2026-05-18,2026-05-24,29,по вине театра,,map_to_metric,Returns amount - theater fault,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,30,не по вине театра,,map_to_metric,Returns amount - non-theater fault,,inserted,,b2c_spb,,,,IU30,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU30,19500
b2c_spb,2026-05-18,2026-05-24,31,% возвратов от выручки,,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,32,Сайт,,decompose_block,Website visits; Number of orders; Number of tickets; Revenue,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,33,Количество заходов на сайт,,map_to_metric,Website visits,,inserted,,b2c_spb,,,,IU33,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU33,3.66
b2c_spb,2026-05-18,2026-05-24,34,Количество билетов,,map_to_metric,Number of tickets,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,35,Количество заказов,,map_to_metric,Number of orders,,inserted,,b2c_spb,,,,IU35,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU35,2409
b2c_spb,2026-05-18,2026-05-24,36,"конверсия в заказ, %",,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,37,"конверсия в билет, %",,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,38,"Всего билетов (выкуплено через сайт, все агрегаторы, по ссылке)",,map_to_metric,Number of tickets,,inserted,,b2c_spb,,,,IU38,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU38,2.03
b2c_spb,2026-05-18,2026-05-24,39,Проведено шоу всего (без СД),11,map_to_metric,Number of shows,,inserted,,b2c_spb,,,,IU39,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU39,4.28
b2c_spb,2026-05-18,2026-05-24,40,Отменено шоу (не СД),,map_to_metric,Number of shows cancelled,,inserted,,b2c_spb,,,,IU40,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU40,170
b2c_spb,2026-05-18,2026-05-24,41,"Кол-во, где не выкуплены билеты",,map_to_metric,Number of cancelled non-SD shows - no tickets sold,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,42,Кол-во из-за дефицита актёров/ мастеров,,map_to_metric,Number of cancelled non-SD shows - actor/master shortage,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,43,Кол-во из-за спецпоказов,,map_to_metric,Number of cancelled non-SD shows - special shows,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,44,Проведено шоу СД,,map_to_metric,Number of shows,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,45,Отменено СД,,map_to_metric,Number of shows cancelled,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,46,"Кол-во, где не выкуплены билеты",,map_to_metric,Number of cancelled SD shows - no tickets sold,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,47,Кол-во из-за спецпоказов,,map_to_metric,Number of cancelled SD shows - special shows,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,48,Кол-во из-за дефицита актёров/ мастеров,,map_to_metric,Number of cancelled SD shows - actor/master shortage,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,49,Зрители (без СД),36,map_to_metric,Number of show visitors,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,50,Зрители СД,,map_to_metric,Number of show visitors,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,51,Зрители по сертификатам,,map_to_metric,Number of certificate visitors,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,52,Средняя загрузка шоу,"3,27",defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,53,Средняя загрузка СД,,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,54,,,,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,55,ОТЗЫВЫ НА ЯНДЕКСЕ,,decompose_block,Quality - External,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,56,Кол-во новых на Яндекс-картах,,map_to_metric,Number of new Yandex Maps reviews,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,57,Из них настоящих,,map_to_metric,Number of genuine reviews,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,58,Из них ненастоящих,,map_to_metric,Number of non-genuine reviews,,inserted,,b2c_spb,,,,IU58,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU58,0
b2c_spb,2026-05-18,2026-05-24,59,Средняя оценка по отзывам за неделю (общая),,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,60,Средняя оценка по отзывам за неделю (по настоящим),,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,61,Процент негативных (от посетивших),,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,62,Ликвидировано негативных,,map_to_metric,Number of resolved negative reviews,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,63,"Средняя оценка за неделю без негативных, если ликвидировали (общая)",,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,64,Средняя общая,,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,65,ОЦЕНКИ НА ПЛАНШЕТЕ,,decompose_block,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,66,Процент заполнивших от всех зрителей,,defer_to_calculated,Quality - Internal,erp,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,67,Средняя оценка,,defer_to_calculated,Quality - Internal,erp,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,68,Ответ Гиппократа,,map_to_metric,Quality - Internal,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,69,22’07,,map_to_metric,Quality - Internal,erp,inserted,,b2c_spb,22'07,,,IU69,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU69,4.93
b2c_spb,2026-05-18,2026-05-24,70,До свадьбы доживет,,map_to_metric,Quality - Internal,erp,inserted,,b2c_spb,До свадьбы доживёт,,,IU70,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU70,4.96
b2c_spb,2026-05-18,2026-05-24,71,Загадка амулета,,map_to_metric,Quality - Internal,erp,inserted,,b2c_spb,Загадка Амулета,,,IU71,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU71,5.00
b2c_spb,2026-05-18,2026-05-24,72,ВДОХ,,map_to_metric,Quality - Internal,erp,inserted,,b2c_spb,ВДОХ,,,IU72,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU72,4.85
b2c_spb,2026-05-18,2026-05-24,73,Судный день,,map_to_metric,Quality - Internal,erp,inserted,,b2c_spb,Судный день,,,IU73,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU73,5.00
b2c_spb,2026-05-18,2026-05-24,74,Откуда пришли,,map_to_metric,Number of source-attribution responses,erp,inserted,,b2c_spb,,,,IU74,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU74,5.00
b2c_spb,2026-05-18,2026-05-24,75,От друзей,,map_to_metric,Number of source-attribution responses,erp,inserted,,b2c_spb,,,,IU75,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU75,5.00
b2c_spb,2026-05-18,2026-05-24,76,Наш сайт,,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,77,Яндекс Афиша,,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,78,"Карты Яндекс, Google, 2ГИС",,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,79,Уже был,,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,80,Подарили сертификат,,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,81,Другое,,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,82,Афиша.ру (+Т-банк),,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,83,Google поиск,,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,84,Яндекс поиск,,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,85,Яндекс реклама (РЕКЛАМА В ИНЕТЕ),,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,86,Instagram (СОЦ СЕТИ),,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,87,Kuda Spb,,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,88,Kuda go,,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,89,Иммерсивный.ру,,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,90,ВК,,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,91,Сервис Best Benefits,,map_to_metric,Number of source-attribution responses,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,92,Тикетленд,,map_to_metric,Number of tickets,erp,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,93,ОКК,,decompose_block,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,94,Кол-во отсмотренных спектаклей,,map_to_metric,Number of reviewed shows,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,95,Процент без нарушений от отсмотренных,,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,96,Кол-во отсмотренных ОГ,,map_to_metric,Number of reviewed OGs,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,97,Процент отсмотренных от общего кол-ва ОГ,,defer_to_calculated,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,98,"Процент ОГ, где зрители вышли за фельдшером",,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,99,Процент с убийствами,,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,100,С убийствами больше 1,,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,101,С 1 убийством,,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,102,Кол-во убийств,,map_to_metric,Number of deaths on OG,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,103,Ник,,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,104,Алина,,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,105,Даня Рагин,,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,106,Даня Богомолов,,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,107,Женя Аршинов,,exclude,Share killed of total viewers passed through master on OG,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,108,Влад,,exclude,Share of OG with deaths on paramedic,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,109,Влад Подольский,,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,110,Саша Шеина,,exclude,Share of OG where viewers did not go for paramedic and did not survive,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,111,Олег,,exclude,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,112,процент от общего кол-ва зрителей (из отсмотренных спектаклей),,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,113,ПРОТОКОЛ-БОТ NEW,,decompose_block,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,114,Процент заполненных протоколов ПОСЛЕ спектакля,,defer_to_calculated,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,115,Всего заполненных ОГ,,map_to_metric,Number of completed OG protocols,,skipped,missing_staging_row,,,,,,,
b2c_spb,2026-05-18,2026-05-24,116,Процент от общего количества ОГ,,defer_to_calculated,Quality - Internal,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,117,Из них,,map_to_metric,Quality - Internal,,inserted,,b2c_spb,,,,IU117,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU117,10
b2c_spb,2026-05-18,2026-05-24,118,Процент ОГ с убийствами,,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,119,Процент ОГ с убийствами больше 1,,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,120,Процент ОГ с 1 убийством,,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,121,Количество погибших всего на ОГ,,map_to_metric,Number of deaths on OG,,inserted,,b2c_spb,,,,IU121,https://docs.google.com/spreadsheets/d/1q71g1XD5fwTMo7xbEe1fGvXVTRyPfEswCPxyjVTEZi0/edit?gid=1411303700#gid=1411303700&range=weekly_b2c_spb!IU121,10
b2c_spb,2026-05-18,2026-05-24,122,"Процент убитых от общего кол-ва зрителей, прошедших через мастера на ог",,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,123,"Процент ОГ, где зрители вышли за фельдшером/ выжили",,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
b2c_spb,2026-05-18,2026-05-24,124,"Процент ОГ, где зрители не вышли за фельдшером/ не выжили",,defer_to_calculated,,,skipped,not_map_to_metric,,,,,,,
